record_id,fecha_de_inicio,fecha_de_fin,fecha_del_registro,nombre_de_la_actividad,tipo_de_actividad,qu_tem_tica_s_aborda_la_ac,en_qu_estrategia_plan_inte,asist_total,asist_hombres,asist_mujeres,n_mero_de_horas,n_mero_de_sesiones,apellidos_y_nombre,distrito0,unidad_asistencial,unidad_asistencial_2,sexo,categor_a_profesional,especialidad_de_enfermer_a,horario,localidad_donde_se_realiza,es_una_zona_desfavorecidas,lugar_de_realizaci_n_de_la,poblaci_n_destinataria,observaciones_sobre_la_act
1890,01/11/2025,01/11/2025,01/11/2025,Intervención media,24,3,25,7,1,6,1.9,4,"Soler Cruz, Gonzalo",0,4,,0,12,,0,Granada,0,2,12,
1891,13/06/2024,13/06/2024,13/06/2024,Taller GRUSE,22,17,17,12,2,10,1.0,3,"Herrera Parra, Susana",0,1,,1,2,3,0,Granada,0,5,7,
1892,06/11/2024,06/11/2024,06/11/2024,Sesión PSIA comunitario,20,21,25,27,5,22,1.7,4,"Montoya Muñoz, Andrés",1,,14,1,9,,1,Municipio Metro,0,4,11,
1893,24/12/2025,24/12/2025,24/12/2025,Taller GRUSE,6,3,5,17,4,13,3.4,4,"Giménez Trujillo, Leire",0,5,,1,2,5,0,Granada,0,7,5,
1894,25/10/2025,25/10/2025,25/10/2025,Taller primeros auxilios,0,6,6,4,1,3,2.2,1,"Moreno González, Rosa",0,2,,1,10,,1,Granada,1,8,8,
1895,11/03/2024,11/03/2024,11/03/2024,Mapeo de activos comunitarios,23,7,8,11,5,6,1.6,3,"Navarro Mora, José",1,,9,1,6,,0,Municipio Metro,0,9,15,
1896,23/01/2025,23/01/2025,23/01/2025,Ed. grupal rehab. respiratoria,10,13,9,6,3,3,2.0,2,"Bravo Espejo, Sara",1,,13,1,2,1,0,Municipio Metro,0,6,2,
1897,17/03/2024,17/03/2024,17/03/2024,Sesión PSIA médico,14,27,16,11,6,5,1.8,3,"Jiménez Ortega, Esteban",1,,14,1,6,,0,Municipio Metro,0,9,2,
1898,03/04/2025,03/04/2025,03/04/2025,Mapeo activos comunitarios,20,21,4,14,3,11,3.3,2,"Montilla Navajas, Raquel",0,3,,0,9,,2,Granada,0,6,13,
1899,22/02/2024,22/02/2024,22/02/2024,Escuela Pacientes - diabetes,5,7,10,6,2,4,2.4,1,"Moreno Campos, Arturo",1,,6,1,2,,1,Municipio Metro,0,6,15,
1900,26/03/2025,26/03/2025,26/03/2025,Taller actividad física mayores,23,8,2,10,3,7,1.6,3,"Cortés Gutiérrez, Lorenzo",1,,10,1,5,,2,Municipio Metro,1,5,8,
1901,24/12/2025,24/12/2025,24/12/2025,Taller cesación tabáquica,8,12,10,7,3,4,1.2,1,"Blanco Montero, Amelia",0,9,,1,2,6,0,Granada,0,1,9,
1902,17/09/2025,17/09/2025,17/09/2025,Taller hipertensión,5,25,5,5,2,3,0.6,2,"Vera Chacón, Esther",1,,14,1,2,,0,Municipio Metro,0,1,9,
1903,27/10/2024,27/10/2024,27/10/2024,Ponencia salud mental,4,21,6,29,9,20,3.9,2,"Pedrosa Arias, Aurelio",0,14,,1,6,,0,Granada,1,4,1,
1904,19/02/2025,19/02/2025,19/02/2025,Taller GRUSE cuidadoras,13,10,10,7,3,4,1.3,3,"Baena Calvo, José",1,,11,1,2,2,0,Municipio Metro,0,8,2,
1905,27/07/2025,27/07/2025,27/07/2025,Charla prevención accidentes infancia,20,23,22,23,10,13,3.0,1,"Campos Redondo, Amparo",1,,11,1,7,,1,Municipio Metro,0,6,8,
1906,05/11/2024,05/11/2024,05/11/2024,Ed. grupal rehab. respiratoria,11,1,2,6,2,4,1.6,2,"Tejada Montilla, María",0,4,,1,2,,1,Granada,0,0,2,
1907,19/05/2025,19/05/2025,19/05/2025,Charla prevención caídas,22,12,5,10,4,6,2.9,4,"Campos Aguilar, Carmen",1,,11,1,5,,2,Municipio Metro,0,0,4,
1908,23/05/2025,23/05/2025,23/05/2025,Taller hipertensión,5,3,10,11,2,9,0.6,4,"Jurado Ruiz, Paloma",0,1,,0,2,6,0,Granada,0,4,0,
1909,16/12/2025,16/12/2025,16/12/2025,Charla EPOC y tabaco,19,6,14,16,8,8,2.2,2,"Flores Juárez, Amelia",1,,2,1,6,,2,Municipio Metro,0,3,4,
1910,16/06/2025,16/06/2025,16/06/2025,Taller salud laboral,23,3,19,29,11,18,2.0,4,"Ortega Vergara, Sandra",0,1,,1,6,,1,Granada,1,5,11,
1911,22/02/2025,22/02/2025,22/02/2025,Rehabilitación cardiaca grupal,11,16,5,17,3,14,2.5,4,"Rubio Pardo, Nerea",1,,18,1,2,,1,Municipio Metro,0,5,10,
1912,23/04/2024,23/04/2024,23/04/2024,Escuela Pacientes - diabetes,22,13,3,9,2,7,1.2,3,"Guerrero Giménez, Lidia",0,9,,1,2,,1,Granada,1,2,2,
1913,21/05/2024,21/05/2024,21/05/2024,Taller actividad física infantil,20,3,22,16,5,11,3.6,4,"Fernández León, César",1,,9,1,7,,2,Municipio Metro,0,6,6,
1914,19/03/2024,19/03/2024,19/03/2024,Ed. grupal EPOC/asma,7,17,17,11,5,6,3.0,4,"Lozano Úbeda, Adrián",0,2,,1,2,,0,Granada,0,2,7,
1915,04/01/2024,04/01/2024,04/01/2024,Ed. grupal rehab. respiratoria,11,15,5,6,2,4,3.9,1,"Arias Moreno, Isabel",1,,0,1,2,,2,Municipio Metro,1,8,11,
1916,12/10/2025,12/10/2025,12/10/2025,Taller cuidadoras personas dependientes,13,1,3,7,3,4,1.9,3,"Molina Montilla, Clemente",0,12,,1,2,2,2,Granada,0,9,9,
1917,01/03/2024,01/03/2024,01/03/2024,Sesión coordinación PSIA,3,21,18,14,3,11,2.1,1,"Infante Marín, Noelia",1,,1,1,9,,1,Municipio Metro,0,6,6,
1918,26/12/2025,26/12/2025,26/12/2025,Sesión IG EPOC,5,3,17,16,7,9,2.4,2,"Ramos Navarrete, Elisa",1,,10,1,2,2,2,Municipio Metro,0,9,10,
1919,22/05/2025,22/05/2025,22/05/2025,Taller Forma Joven,0,3,25,9,2,7,3.9,1,"Bravo Zamora, Dámaso",1,,17,1,15,,0,Municipio Metro,0,9,0,
1920,14/07/2024,14/07/2024,14/07/2024,Sesión PIOBIN enfermería,22,16,3,9,4,5,0.8,2,"Romero Gutiérrez, Beatriz",1,,19,0,2,3,0,Municipio Metro,0,7,1,
1921,06/11/2025,06/11/2025,06/11/2025,Charla actividad física y salud,14,4,17,26,12,14,1.3,2,"Gómez Carmona, Esperanza",0,0,,1,6,,0,Granada,0,7,10,
1922,15/02/2025,15/02/2025,15/02/2025,Taller activos salud mental,22,1,25,28,6,22,3.1,1,"Méndez Domínguez, Miguel",1,,1,1,9,,1,Municipio Metro,0,2,12,
1923,05/11/2024,05/11/2024,05/11/2024,Sesión GRAFA,6,17,9,13,4,9,1.1,2,"Prieto Romero, Amelia",0,8,,1,2,2,1,Granada,0,6,8,
1924,24/01/2025,24/01/2025,24/01/2025,Taller dolor crónico,6,7,16,7,1,6,1.1,2,"Campos Olmedo, Miriam",1,,11,1,2,,1,Municipio Metro,0,9,0,
1925,19/05/2024,19/05/2024,19/05/2024,Taller dolor crónico,6,12,10,7,1,6,3.4,3,"Torres Romero, Noelia",1,,9,1,2,4,2,Municipio Metro,0,5,10,
1926,25/01/2024,25/01/2024,25/01/2024,Charla higiene dental infantil,11,20,14,21,7,14,2.6,4,"Núñez Chacón, Miguel",1,,18,1,7,,2,Municipio Metro,0,5,6,
1927,26/01/2025,26/01/2025,26/01/2025,Rehabilitación cardiaca grupal,11,8,16,6,2,4,0.6,4,"García Quintero, Lidia",1,,9,1,2,3,2,Municipio Metro,1,7,4,
1928,22/01/2024,22/01/2024,22/01/2024,Taller lactancia materna,11,25,17,12,4,8,3.8,2,"Lozano Úbeda, Adrián",1,,6,1,2,5,0,Municipio Metro,0,0,6,
1929,15/09/2025,15/09/2025,15/09/2025,Sesión PIOBIN enfermería,5,17,5,18,6,12,2.0,1,"Soler Santos, Encarnación",0,3,,1,2,1,1,Granada,0,4,6,
1930,02/04/2025,02/04/2025,02/04/2025,Sesión menopausia,9,25,2,13,6,7,1.4,1,"Salinas Rubio, Mercedes",1,,6,1,2,,1,Municipio Metro,0,3,1,
1931,17/12/2024,17/12/2024,17/12/2024,Intervención familias vulnerables,17,5,20,13,5,8,3.9,2,"Gómez Soler, María",1,,1,0,13,,1,Municipio Metro,0,8,1,
1932,02/10/2025,02/10/2025,02/10/2025,Sesión PSIA médico,22,10,7,27,10,17,1.9,3,"Blanco Jurado, Raquel",0,0,,0,6,,0,Granada,0,0,1,
1933,07/03/2025,07/03/2025,07/03/2025,Taller bienestar emocional adultos,14,17,21,28,11,17,2.7,4,"Heredia Úbeda, Enrique",0,7,,1,6,,0,Granada,0,0,8,
1934,07/04/2024,07/04/2024,07/04/2024,Taller cuidadoras personas dependientes,9,13,16,10,4,6,1.3,1,"Salas Romero, Olga",0,9,,1,2,1,1,Granada,0,2,11,
1935,03/09/2025,03/09/2025,03/09/2025,Ed. grupal EPOC/asma,23,16,9,15,4,11,3.5,1,"Tejada Montilla, María",1,,6,1,2,,1,Municipio Metro,0,9,1,
1936,22/12/2025,22/12/2025,22/12/2025,Taller GRUSE,11,13,17,12,4,8,2.0,4,"Méndez Ibáñez, Lourdes",0,8,,1,2,4,2,Granada,0,1,6,
1937,01/10/2024,01/10/2024,01/10/2024,Charla alimentación saludable,23,3,25,20,9,11,1.5,2,"Contreras Iglesias, Gemma",1,,15,0,6,,0,Municipio Metro,1,9,6,
1938,20/09/2025,20/09/2025,20/09/2025,Intervención social RELAS,23,4,24,6,1,5,1.3,2,"Gutiérrez Espinosa, Cristina",1,,0,1,13,,2,Municipio Metro,1,5,3,
1939,03/04/2024,03/04/2024,03/04/2024,Jornada participación ciudadana,3,1,18,19,6,13,3.4,4,"Suárez Vargas, Rebeca",1,,10,1,9,,0,Municipio Metro,1,2,14,
1940,26/11/2024,26/11/2024,26/11/2024,Taller primeros auxilios,21,1,7,20,8,12,2.9,1,"Quintero Cañas, Óscar",0,9,,1,3,,2,Granada,0,9,5,
1941,25/09/2024,25/09/2024,25/09/2024,Charla prevención cardiovascular,17,25,21,15,5,10,2.1,2,"Flores Méndez, Verónica",1,,12,1,6,,1,Municipio Metro,0,1,9,
1942,08/11/2024,08/11/2024,08/11/2024,Taller actividad física mayores,22,10,25,6,1,5,2.9,2,"Pérez Salinas, Isabel",0,11,,1,5,,2,Granada,0,0,3,
1943,12/05/2025,12/05/2025,12/05/2025,Taller manejo situaciones crisis,22,4,24,7,2,5,3.6,2,"García Campos, Silvia",1,,3,1,13,,1,Municipio Metro,0,7,1,
1944,12/09/2025,12/09/2025,12/09/2025,Sesión PIOBIN enfermería,8,16,5,5,1,4,1.2,2,"Marín Núñez, Lidia",1,,17,1,2,,0,Municipio Metro,1,7,10,
1945,14/05/2025,14/05/2025,14/05/2025,Sesión PIOBIN enfermería,7,15,3,17,6,11,2.9,2,"Bravo Rueda, Araceli",0,11,,1,2,,1,Granada,1,5,14,
1946,11/02/2024,11/02/2024,11/02/2024,Ed. grupal diabetes tipo 2,7,16,16,17,5,12,1.9,1,"Vera Méndez, Ascensión",1,,16,1,2,,0,Municipio Metro,0,6,3,
1947,17/10/2025,17/10/2025,17/10/2025,Charla higiene dental infantil,23,27,14,22,9,13,3.8,3,"González Contreras, Esperanza",1,,16,1,7,,0,Municipio Metro,0,0,6,
1948,18/10/2025,18/10/2025,18/10/2025,Ed. grupal diabetes tipo 2,6,7,10,15,4,11,1.9,1,"Baena Cabello, Lucía",1,,14,0,2,,2,Municipio Metro,0,1,5,
1949,08/11/2025,08/11/2025,08/11/2025,Taller cuidadoras personas dependientes,9,17,3,7,3,4,2.5,1,"Fuentes Palomino, Esperanza",1,,12,1,2,,2,Municipio Metro,0,5,7,
1950,09/03/2024,09/03/2024,09/03/2024,Taller actividad física infantil,11,1,22,13,7,6,3.7,2,"Laguna Duarte, Felipe",1,,11,0,7,,2,Municipio Metro,0,9,0,
1951,15/10/2024,15/10/2024,15/10/2024,Mesa de salud escolar,3,5,14,18,8,10,3.3,4,"Suárez Luque, Araceli",1,,11,1,6,,1,Municipio Metro,1,6,5,
1952,21/10/2024,21/10/2024,21/10/2024,Taller cuidadoras personas dependientes,22,1,10,16,3,13,1.1,1,"Redondo Millán, Paloma",1,,16,1,2,,2,Municipio Metro,0,6,14,
1953,07/10/2025,07/10/2025,07/10/2025,Taller dolor crónico,7,4,17,5,2,3,1.9,1,"Giménez Trujillo, Leire",1,,7,0,2,6,0,Municipio Metro,0,6,9,
1954,26/10/2024,26/10/2024,26/10/2024,Sesión AVISTA,3,28,1,11,4,7,4.0,3,"Heredia Lara, Araceli",0,1,,0,13,,2,Granada,1,6,7,
1955,14/01/2025,14/01/2025,14/01/2025,Sesión IG EPOC,10,1,2,8,2,6,1.6,3,"Fuentes Palomino, Esperanza",1,,16,1,2,,1,Municipio Metro,1,9,11,
1956,25/03/2024,25/03/2024,25/03/2024,Mapeo activos comunitarios,18,4,25,19,9,10,3.1,4,"Infante Marín, Noelia",1,,16,1,9,,1,Municipio Metro,0,0,3,
1957,09/03/2025,09/03/2025,09/03/2025,Mesa de salud escolar,17,6,8,22,12,10,3.4,4,"Trujillo Navarro, Patricia",0,13,,1,6,,1,Granada,0,7,9,
1958,16/11/2024,16/11/2024,16/11/2024,Charla recursos sociales y salud,17,28,18,14,5,9,0.7,2,"Toboso Linares, Amparo",1,,4,1,13,,1,Municipio Metro,0,4,0,
1959,03/03/2025,03/03/2025,03/03/2025,Taller activos salud mental,18,26,25,24,9,15,1.1,1,"Infante Marín, Noelia",1,,5,1,9,,1,Municipio Metro,0,3,7,
1960,07/10/2025,07/10/2025,07/10/2025,Sesión vacunas infantiles,11,21,14,14,4,10,1.7,1,"Pérez Reyes, Victoria",1,,8,0,7,,0,Municipio Metro,0,8,2,
1961,26/12/2024,26/12/2024,26/12/2024,Charla actividad física y salud,4,14,6,11,4,7,3.6,1,"Fernández Herrera, Nicolás",1,,11,1,6,,1,Municipio Metro,0,5,1,
1962,24/04/2025,24/04/2025,24/04/2025,Ed. grupal EPOC/asma,10,8,16,17,8,9,3.6,3,"Lara Salas, Aurelio",0,11,,1,2,2,1,Granada,0,6,4,
1963,17/08/2024,17/08/2024,17/08/2024,Sesión coordinación servicios sociales,23,20,24,14,2,12,2.9,2,"Parra Pedrosa, Rebeca",0,14,,1,13,,2,Granada,0,2,11,
1964,17/12/2025,17/12/2025,17/12/2025,Taller cesación tabáquica,23,3,9,10,4,6,0.8,4,"Lozano Úbeda, Adrián",1,,16,1,2,,0,Municipio Metro,0,0,8,
1965,17/10/2025,17/10/2025,17/10/2025,Ponencia jornada distrital,21,4,11,3,1,2,2.4,2,"Hinojosa Martínez, Lourdes",0,9,,0,12,,0,Granada,0,4,8,
1966,19/04/2025,19/04/2025,19/04/2025,Charla alimentación saludable,14,30,17,18,8,10,1.4,1,"Moya Marín, Sergio",0,1,,1,6,,2,Granada,0,8,8,
1967,13/05/2025,13/05/2025,13/05/2025,Taller GRUSE cuidadoras,7,15,5,9,3,6,1.8,4,"Salas Gómez, Araceli",1,,15,1,2,,0,Municipio Metro,0,7,8,
1968,05/04/2024,05/04/2024,05/04/2024,Sesión IG EPOC,23,3,3,11,3,8,2.3,2,"Urbano Montero, Leire",1,,6,0,2,2,0,Municipio Metro,0,5,3,
1969,01/01/2025,01/01/2025,01/01/2025,Sesión IG EPOC,5,15,16,11,4,7,1.0,4,"Quintero Suárez, Nerea",1,,10,1,2,3,1,Municipio Metro,0,7,2,
1970,11/03/2025,11/03/2025,11/03/2025,Ed. grupal rehab. respiratoria,8,7,10,9,3,6,3.6,2,"Urbano Sánchez, Isabel",1,,7,0,2,,2,Municipio Metro,0,5,7,
1971,23/12/2025,23/12/2025,23/12/2025,Sesión AVISTA,22,4,1,10,4,6,1.1,4,"Guerrero Quevedo, Claudia",0,10,,0,13,,2,Granada,0,7,9,
1972,11/03/2025,11/03/2025,11/03/2025,Taller hipertensión,13,4,9,13,3,10,0.6,1,"Linares Parra, Yolanda",0,13,,1,2,,1,Granada,0,6,10,
1973,08/03/2025,08/03/2025,08/03/2025,Charla EPOC y tabaco,14,14,25,23,8,15,1.4,3,"Gómez Suárez, Rafael",1,,1,1,6,,2,Municipio Metro,0,0,0,
1974,26/10/2024,26/10/2024,26/10/2024,Ed. grupal EPOC/asma,6,3,2,10,3,7,3.6,1,"Espinosa Juárez, Lourdes",1,,10,1,2,6,2,Municipio Metro,0,7,2,
1975,24/10/2025,24/10/2025,24/10/2025,Escuela Pacientes - EPOC,5,16,2,9,3,6,1.3,2,"Rubio Espejo, Esther",1,,12,1,2,1,1,Municipio Metro,0,6,14,
1976,05/04/2024,05/04/2024,05/04/2024,Sesión IG EPOC,23,3,17,16,5,11,1.0,1,"Baena Calvo, José",1,,17,1,2,4,1,Municipio Metro,0,2,8,
1977,19/07/2025,19/07/2025,19/07/2025,Ed. grupal diabetes tipo 2,13,12,10,9,2,7,1.7,3,"Blanco Escribano, Eva",0,8,,0,2,,1,Granada,0,6,6,
1978,17/04/2024,17/04/2024,17/04/2024,Escuela Pacientes - EPOC,9,12,3,5,1,4,2.0,3,"Mora Montero, Irene",1,,15,0,2,6,0,Municipio Metro,0,4,1,
1979,12/03/2025,12/03/2025,12/03/2025,Taller alimentación saludable adultos,7,7,5,18,8,10,2.0,1,"Zamora Jurado, Elena",0,13,,1,2,5,0,Granada,1,8,10,
1980,26/12/2025,26/12/2025,26/12/2025,Taller cuidadoras personas dependientes,6,3,2,8,2,6,2.2,2,"Ríos Pérez, Josefa",1,,8,1,2,,0,Municipio Metro,0,6,10,
1981,15/09/2024,15/09/2024,15/09/2024,Charla higiene dental infantil,0,15,21,21,7,14,3.8,2,"Duarte Ríos, Sofía",1,,14,0,7,,2,Municipio Metro,0,2,11,
1982,23/09/2025,23/09/2025,23/09/2025,Charla alimentación saludable,3,21,17,18,8,10,1.2,4,"Lozano Ruiz, Sandra",1,,15,1,6,,2,Municipio Metro,1,0,5,
1983,13/12/2024,13/12/2024,13/12/2024,Sesión coordinación servicios sociales,22,28,20,6,3,3,2.9,4,"Roldán Ramos, Carmen",0,1,,1,13,,0,Granada,0,2,14,
1984,24/07/2025,24/07/2025,24/07/2025,PSIA sesión grupal,22,4,6,24,12,12,1.9,3,"Gallego Crespo, Víctor",1,,6,1,6,,0,Municipio Metro,0,3,3,
1985,24/04/2025,24/04/2025,24/04/2025,Taller dolor crónico,8,7,9,7,1,6,0.6,3,"Luque Infante, Esther",0,13,,1,2,1,1,Granada,0,4,15,
1986,11/05/2024,11/05/2024,11/05/2024,Taller hipertensión,23,8,5,18,6,12,3.9,1,"Arias Moreno, Isabel",1,,14,1,2,,0,Municipio Metro,0,5,1,
1987,27/10/2025,27/10/2025,27/10/2025,Taller cesación tabáquica,5,12,5,14,3,11,2.1,1,"Montero Navarro, Nerea",0,0,,1,2,,1,Granada,0,5,9,
1988,01/09/2025,01/09/2025,01/09/2025,Educación maternal,8,17,10,7,1,6,0.9,4,"Serrano Pardo, Concepción",1,,8,1,2,,2,Municipio Metro,0,1,14,
1989,12/06/2025,12/06/2025,12/06/2025,Mapeo de activos comunitarios,20,10,22,9,4,5,1.3,1,"Serrano Arias, Marcos",0,8,,1,6,,2,Granada,0,4,11,
1990,27/11/2024,27/11/2024,27/11/2024,Sesión GRAFA,10,13,2,5,2,3,3.1,3,"Pascual Domínguez, Esperanza",0,1,,1,2,,0,Granada,0,8,15,
1991,10/09/2024,10/09/2024,10/09/2024,Sesión menopausia,22,25,2,14,4,10,3.5,4,"Méndez Ibáñez, Lourdes",0,14,,0,2,,1,Granada,0,6,0,
1992,13/02/2024,13/02/2024,13/02/2024,Sesión Forma Joven - sexualidad,3,17,6,16,7,9,3.2,4,"Trujillo Navarro, Patricia",1,,2,0,6,,2,Municipio Metro,0,5,6,
1993,27/03/2024,27/03/2024,27/03/2024,Taller Forma Joven,0,24,7,10,4,6,3.5,1,"Giménez Gutiérrez, Carmen",1,,8,1,14,,0,Municipio Metro,1,4,13,
1994,13/03/2024,13/03/2024,13/03/2024,Taller cesación tabáquica,9,1,9,17,4,13,2.0,3,"Gallego Moya, Eva",0,2,,1,2,2,2,Granada,1,0,3,
1995,17/09/2024,17/09/2024,17/09/2024,Mapeo de activos comunitarios,22,10,17,10,4,6,1.5,3,"Pascual Contreras, Manuela",1,,14,1,6,,2,Municipio Metro,0,1,4,
1996,17/01/2025,17/01/2025,17/01/2025,Taller lactancia materna,5,17,17,5,2,3,3.5,3,"Muñoz León, María",1,,7,1,2,5,2,Municipio Metro,1,1,8,
1997,07/01/2024,07/01/2024,07/01/2024,Rehabilitación cardiaca grupal,10,3,2,18,5,13,3.1,1,"Lara Salas, Aurelio",1,,10,1,2,6,2,Municipio Metro,0,9,1,
1998,06/09/2025,06/09/2025,06/09/2025,Intervención social RELAS,17,4,14,5,1,4,2.5,4,"Aguilar Gutiérrez, Diego",0,1,,1,13,,1,Granada,0,7,13,
1999,05/09/2024,05/09/2024,05/09/2024,Charla tabaco,22,17,17,20,7,13,1.9,2,"León Martínez, Álvaro",1,,11,1,6,,2,Municipio Metro,0,4,10,
2000,27/12/2025,27/12/2025,27/12/2025,Ed. grupal rehab. respiratoria,6,15,9,9,2,7,3.6,4,"Molina Cantero, Concepción",0,10,,1,2,4,2,Granada,0,0,9,
2001,19/08/2024,19/08/2024,19/08/2024,Mesa salud mental comunitaria,19,5,14,17,8,9,2.3,2,"Muñoz Navajas, Pablo",0,1,,1,6,,0,Granada,1,2,8,
2002,18/12/2025,18/12/2025,18/12/2025,Taller PRIA violencia género,23,20,24,6,3,3,1.3,3,"Suárez Duarte, Blanca",0,14,,1,13,,0,Granada,0,0,10,
2003,07/05/2025,07/05/2025,07/05/2025,Mesa de salud escolar,22,24,25,19,9,10,2.7,3,"Pardo Tejada, Ana",1,,1,1,6,,2,Municipio Metro,0,1,5,
2004,14/01/2024,14/01/2024,14/01/2024,Charla diabetes preventiva,20,30,14,12,5,7,2.6,2,"Tejada Gutiérrez, Patricia",1,,6,0,6,,1,Municipio Metro,0,1,5,
2005,11/04/2025,11/04/2025,11/04/2025,Taller alimentación saludable adultos,22,12,17,13,4,9,3.1,3,"Cruz León, Amparo",0,3,,1,2,,0,Granada,0,2,0,
2006,28/03/2024,28/03/2024,28/03/2024,Sesión dolor crónico fisioterapia,3,10,25,7,2,5,1.8,1,"Iglesias Espejo, Ángel",1,,0,1,5,,1,Municipio Metro,0,3,11,
2007,07/10/2025,07/10/2025,07/10/2025,Escuela Pacientes - EPOC,22,25,17,13,6,7,1.3,2,"Pascual Gutiérrez, Paloma",0,3,,1,2,,1,Granada,0,9,1,
2008,14/02/2025,14/02/2025,14/02/2025,Charla alcohol,0,6,7,22,8,14,3.0,1,"Medina Delgado, Leire",1,,20,1,6,,2,Municipio Metro,0,7,5,
2009,01/01/2025,01/01/2025,01/01/2025,Intervención comunitaria barrio desfavorecido,3,4,4,28,7,21,2.8,2,"Marín Cortés, Sandra",1,,15,1,9,,0,Municipio Metro,0,2,4,
2010,05/09/2024,05/09/2024,05/09/2024,Taller GRUSE,7,10,16,15,5,10,1.4,4,"Campos Duarte, Esperanza",1,,14,1,2,,2,Municipio Metro,0,2,2,
2011,10/04/2024,10/04/2024,10/04/2024,Charla prevención caídas mayores,22,24,25,24,13,11,1.3,4,"Lozano Ruiz, Sandra",1,,7,1,6,,0,Municipio Metro,0,0,9,
2012,11/03/2025,11/03/2025,11/03/2025,Sesión coordinación servicios sociales,23,4,20,12,5,7,2.8,3,"León González, Inés",1,,18,1,13,,2,Municipio Metro,0,9,5,
2013,11/05/2025,11/05/2025,11/05/2025,Taller alimentación saludable adultos,23,16,5,18,3,15,1.6,1,"Urbano Sánchez, Isabel",1,,4,1,2,,1,Municipio Metro,0,8,2,
2014,25/05/2025,25/05/2025,25/05/2025,Sesión PSIA médico,17,10,19,24,14,10,1.3,3,"Pedrosa Arias, Aurelio",0,6,,1,6,,2,Granada,1,1,3,
2015,18/11/2025,18/11/2025,18/11/2025,Taller alimentación saludable adultos,23,25,10,9,3,6,0.8,3,"Redondo Millán, Paloma",0,10,,1,2,4,0,Granada,0,9,12,
2016,10/12/2024,10/12/2024,10/12/2024,Sesión vacunas infantiles,0,15,8,8,3,5,2.7,2,"Pérez Reyes, Victoria",1,,18,0,7,,0,Municipio Metro,1,4,5,
2017,27/05/2025,27/05/2025,27/05/2025,Taller GRUSE,23,12,5,7,3,4,2.2,3,"Pascual Sánchez, Alicia",1,,12,1,2,5,2,Municipio Metro,0,0,0,
2018,23/01/2024,23/01/2024,23/01/2024,Taller incontinencia urinaria,23,25,5,17,7,10,2.8,4,"Campos Olmedo, Miriam",1,,15,1,2,,2,Municipio Metro,1,4,6,
2019,12/02/2024,12/02/2024,12/02/2024,Sesión menopausia,8,25,5,15,7,8,2.8,3,"Escribano Carmona, Eva",1,,4,1,2,2,1,Municipio Metro,0,7,14,
2020,26/12/2025,26/12/2025,26/12/2025,Mapeo activos comunitarios,20,1,25,22,7,15,0.7,1,"Montilla Navajas, Raquel",1,,10,1,9,,1,Municipio Metro,1,7,2,
2021,22/09/2025,22/09/2025,22/09/2025,Charla EPOC y tabaco,17,14,21,17,5,12,4.0,1,"Méndez León, Gregorio",0,12,,1,6,,1,Granada,0,7,8,
2022,05/04/2025,05/04/2025,05/04/2025,Mapeo activos comunitarios,3,4,4,16,6,10,1.9,2,"Palomino Olmedo, Diego",1,,5,1,9,,1,Municipio Metro,0,9,11,
2023,05/11/2025,05/11/2025,05/11/2025,Intervención social RELAS,23,28,18,9,3,6,0.5,1,"Núñez Mateo, Eduardo",1,,12,1,13,,2,Municipio Metro,0,7,12,
2024,24/09/2024,24/09/2024,24/09/2024,Rehabilitación cardiaca grupal,6,7,5,7,2,5,1.4,2,"Ortega Palomino, Arturo",1,,2,0,2,,1,Municipio Metro,0,4,8,
2025,25/08/2024,25/08/2024,25/08/2024,Taller GRUSE,11,15,5,16,6,10,4.0,2,"Infante Pedrosa, Carmen",0,9,,0,2,,0,Granada,0,0,11,
2026,03/10/2025,03/10/2025,03/10/2025,Ed. grupal rehab. respiratoria,6,10,10,16,3,13,3.3,1,"Osuna Peña, Araceli",1,,14,1,2,,1,Municipio Metro,0,3,15,
2027,21/12/2025,21/12/2025,21/12/2025,Sesión formativa interprofesional,3,24,7,17,6,11,2.7,2,"Domínguez Espinosa, Ascensión",1,,11,1,15,,1,Municipio Metro,0,5,11,
2028,17/10/2024,17/10/2024,17/10/2024,Charla vacunas adultos,17,30,25,23,7,16,1.8,1,"Trujillo Parra, Noelia",1,,5,0,6,,1,Municipio Metro,1,2,7,
2029,27/07/2024,27/07/2024,27/07/2024,Sesión IG EPOC,22,16,9,7,2,5,2.0,2,"Toboso Domínguez, Ascensión",1,,18,1,2,4,1,Municipio Metro,1,2,2,
2030,09/05/2025,09/05/2025,09/05/2025,Taller cuidadoras personas dependientes,10,4,2,14,5,9,1.9,1,"Bravo Rueda, Araceli",1,,2,0,2,6,0,Municipio Metro,0,5,4,
2031,18/11/2025,18/11/2025,18/11/2025,Ed. grupal EPOC/asma,23,15,17,7,2,5,1.0,2,"Linares Parra, Yolanda",1,,13,1,2,6,0,Municipio Metro,0,7,15,
2032,12/04/2024,12/04/2024,12/04/2024,Sesión Forma Joven pediatría,20,23,22,17,7,10,2.2,2,"Escribano Méndez, Andrés",0,14,,0,7,,1,Granada,0,5,1,
2033,22/03/2025,22/03/2025,22/03/2025,Taller GRUSE,22,4,9,5,1,4,4.0,3,"Urbano Úbeda, Ana",0,12,,1,2,,1,Granada,0,4,11,
